; Column layout:
; SIZE  =IPv4= <IPv4 protocols> =IPv6= <native IPv6 protocols> =IPv6t= <tunneled IPv6 protocols>
; First column (SIZE) is packet size in bytes
; Column =IPv4= is total number of IPv4 packets for each packet size
; Subsequent columns (upto =IPv6= or =IPv6t= or end of line, whichever
; comes first) give the number of IPv4 packets for the indicated protocol
; Column =IPv6= is total number of native IPv6 packets for each packet size
; Subsequent columns (upto =IPv6t= or end of line) give the number of IPv6
; packets for the indicated protocol
; Column =IPv6t= is total number of tunneled IPv4-over-IPv6 packets
; Subsequent columns give the number of tunneled IPv6 packets for the
; the indicated protocol
;
; First timestamp: 1459947552.407658674
; Last timestamp: 1459951362.403493777
; Total number of packets: 1811152408
; Total number of IPv4 packets: 1755133537
; Total number of native IPv6 packets: 56018871
; Total number of tunneled IPv6 packets: 1523
; IPv6 native fragments: 261
;
SIZE     =IPv4=       SCTP       IPv6        ESP        UDP        GRE       ICMP        TCP    UNKNOWN     =IPv6=      ICMP6        UDP        TCP    =IPv6t=      ICMP6        UDP        TCP
       1189      38223          0          0          0      11853          0          0      26370          0       2140          0          1       2139          0          0          0          0
       1190      48092          0          0          0      14431          1          0      33660          0       4256          0          0       4256          0          0          0          0
       1191      43251          0          0          0      10805          0          0      32446          0       1432          0          1       1431          0          0          0          0
       1192     104313          0          0        322      24823          1          0      79167          0        641          0          2        639          0          0          0          0
       1193     629888          0          0          0      14547          0          0     615341          0       1392          0          0       1392          0          0          0          0
       1194      39325          0          0          0      13912          0          0      25413          0       3640          0          0       3640          0          0          0          0
       1195      37546          0          0          0      12354          0          0      25192          0       1305          0          0       1305          0          0          0          0
       1196     151365          0          0         38      25851          0          0     125476          0       1233          0          0       1233          0          0          0          0
       1197      60666          0          0          0      14501          1          0      46164          0      29779          0          1      29778          0          0          0          0
       1198      54556          0          0          0      13957          1          0      40598          0       2765          0          0       2765          0          0          0          0
       1199      55585          0          0          0      13063          1          0      42521          0        795          0          2        793          0          0          0          0
       1200     320080          0          0        252     255299          2          0      64527          0       1376          0          0       1376          0          0          0          0
       1201      45882          0          0          0      14875          0          0      31007          0       2569          0          0       2569          0          0          0          0
       1202      52897          0          0          0      15239          1          0      37657          0      16838          0          2      16836          0          0          0          0
       1203      39053          0          0          0      12755          0          0      26298          0       1162          0          2       1160          0          0          0          0
       1204      74106          0          0          0      35542          0          0      38564          0       1128          0          3       1125          0          0          0          0
       1205      45503          0          0          0      13729          1          0      31773          0       5463          0          0       5463          0          0          0          0
       1206      54535          0          0          0      14763          0          0      39772          0       4408          0          1       4407          0          0          0          0
       1207      43665          0          0          0      14501          0          0      29164          0       1721          0          1       1720          0          0          0          0
       1208      91858          0          0       1030      51882          0          0      38946          0        634          0          0        634          0          0          0          0
       1209     698257          0          0          0      17584          0          0     680673          0       1443          0          0       1443          0          0          0          0
       1210      59916          0          0          0      15116          0          0      44800          0       3545          0          0       3545          0          0          0          0
       1211      44284          0          0          0      12674          1          0      31609          0       1090          0          0       1090          0          0          0          0
       1212     140526          0          0          0      49340          0          0      91186          0       1264          0          0       1264          0          0          0          0
       1213      73149          0          0          0      12609          0          0      60540          0      29504          0          0      29504          0          0          0          0
       1214      53561          0          0          0      14213          0          0      39348          0       3157          0          0       3157          0          0          0          0
       1215      42557          0          0          0      12812          1          0      29744          0        749          0          1        748          0          0          0          0
       1216     346868          0          0        254      21602          0          0     325012          0       1426          0          0       1426          0          0          0          0
       1217      60398          0          0          0      19210          0          0      41188          0      12652          0          0      12652          0          0          0          0
       1218      62290          0          0          0      14546          0          0      47744          0       2036          0          2       2034          0          0          0          0
       1219      41198          0          0          0      12662          0          0      28536          0        905          0          0        905          0          0          0          0
       1220      62266          0          0          0      15936          0          0      46330          0       1054          0          0       1054          0          0          0          0
       1221      47411          0          0          0      17391          2          0      30018          0       2244          0          2       2242          0          0          0          0
       1222      74195          0          0          0      14470          2          0      59723          0      47223          0          0      47223          0          0          0          0
       1223      38271          0          0          0      12641          0          0      25630          0       1441          0          0       1441          0          0          0          0
       1224      90074          0          0        689      14440          0          0      74945          0        645          0          0        645          0          0          0          0
       1225     554997          0          0          0      14658          0          0     540339          0      41491          0          1      41490          0          0          0          0
       1226      43170          0          0          0      13834          0          0      29336          0       3544          0          0       3544          0          0          0          0
       1227      36655          0          0          0      13455          0          0      23200          0       1177          0          0       1177          0          0          0          0
       1228      84876          0          0          0      15273          0          0      69603          0       1222          0          0       1222          0          0          0          0
       1229      57679          0          0          0      13568          1          0      44110          0      24765          0          0      24765          0          0          0          0
       1230      44820          0          0          0      17263          0          0      27557          0       2734          0          0       2734          0          0          0          0
       1231      35440          0          0          0      13507          0          0      21933          0        746          0          0        746          0          0          0          0
       1232      51899          0          0        264      16513          0          0      35122          0       1339          0          0       1339          0          0          0          0
       1233      61741          0          0          0      30865          0          0      30876          0       2453          0          0       2453          0          0          0          0
       1234     479470          0          0          0      16039          0          0     463431          0       2005          0          0       2005          0          0          0          0
       1235      35330          0          0          0      14706          1          0      20623          0       1269          0          1       1268          0          0          0          0
       1236      53553          0          0          0      15488          0          0      38061          4       1114          0          0       1114          0          0          0          0
       1237      52525          0          0          0      20544          1          0      31980          0       2100          0          1       2099          0          0          0          0
       1238      52957          0          0          0      15772          2          0      37183          0       4288          0          1       4287          0          0          0          0
       1239      35690          0          0          0      13645          0          0      22045          0       5046          0          0       5046          0          0          0          0
       1240   11424149          0          0        302      15357          0          2   11408488          0        743          0          0        743          0          0          0          0
       1241     325634          0          0          0      15046          0          0     310588          0       1565          0          0       1565          0          0          0          0
       1242      51055          0          0          0      16577          0          0      34478          0       3809          0          0       3809          0          0          0          0
       1243      37518          0          0          0      14790          0          0      22728          0       1178          0          0       1178          0          0          0          0
       1244      57749          0          0        121      19031          0          0      38597          0       1381          0          0       1381          0          0          0          0
       1245      71867          0          0          0      19222          0          0      52645          0      21626          0          0      21626          0          0          0          0
       1246      45929          0          0          0      16395          0          0      29534          0       2860          0          0       2860          0          0          0          0
       1247      49367          0          0          0      15074          0          0      34293          0        864          0          0        864          0          0          0          0
       1248      69355          0          0        257      24029          0          0      45069          0       1551          0          0       1551          0          0          0          0
       1249      59018          0          0          0      18566          0          0      40452          0     109824          0          0     109824          0          0          0          0
       1250     106724          0          0          0      22775          0          0      83949          0       1980          0          0       1980          0          0          0          0
       1251      47420          0          0          0      19018          0          0      28402          0       1079          0          1       1078          0          0          0          0
       1252    5481681          0          0          0      20481          0          0    5461200          0       1212          0          0       1212          0          0          0          0
       1253      81742          0          0          0      17633          0          0      64109          0       2265          0          0       2265          0          0          0          0
       1254      57222          0          0          0      17805          0          0      39417          0       4398          0          2       4396          0          0          0          0
       1255      47833          0          0          0      25257          0          0      22576          0       1448          0          0       1448          0          0          0          0
       1256     185695          0          0        527      28644          0          0     156524          0        730          0          1        729          0          0          0          0
       1257     324705          0          0          0      18102          0          0     306603          0       1534          0          0       1534          0          0          0          0
       1258      40310          0          0          0      16978          0          0      23332          0       3733          0          0       3733          0          0          0          0
       1259      69043          0          0          0      46469          0          0      22574          0       1236          0          0       1236          0          0          0          0
       1260     125453          0          0          6      65290          0          0      60157          0       1367          0          2       1365          0          0          0          0
       1261      63405          0          0          0      16712          0          0      46693          0      15238          0          0      15238          0          0          0          0
       1262      47394          0          0          0      17158          0          0      30236          0       3042          0          2       3040          0          0          0          0
       1263      41469          0          0          0      17082          1          0      24386          0        778          0          0        778          0          0          0          0
       1264      55600          0          0        319      19680          0          0      35601          0       1339          0          0       1339          0          0          0          0
       1265      50001          0          0          0      18152          0          0      31849          0       2313          0          1       2312          0          0          0          0
       1266      50849          0          0          0      16429          1          0      34419          0       1928          0          0       1928          0          0          0          0
       1267      40922          0          0          0      16475          0          0      24447          0        887          0          2        885          0          0          0          0
       1268      69846          0          0          0      16982          0          0      52864          0       1101          0          1       1100          0          0          0          0
       1269      74197          0          0          0      16466          0          0      57731          0       2093          0          0       2093          0          0          0          0
       1270      54440          0          0          0      16090          2          0      38348          0       4231          0          2       4229          0          0          0          0
       1271      41909          0          0          0      17022          0          0      24887          0       1353          0          0       1353          0          0          0          0
       1272      61424          0          0        382      16124          0          0      44918          0       5595          0          0       5595          0          0          0          0
       1273     368852          0          0          0      17650          0          0     351202          0       1357          0          1       1356          0          0          0          0
       1274      48510          0          0          0      16651          0          0      31859          0       3603          0          0       3603          0          0          0          0
       1275      45764          0          0          0      17053          2          0      28709          0       1145          0          1       1144          0          0          0          0
       1276      97127          0          0         43      22020          0          0      75064          0       4028          0          2       4026          0          0          0          0
       1277      68912          0          0          0      17589          1          0      51322          0      12197          0          0      12197          0          0          0          0
       1278      55526          0          0          0      18695          0          0      36831          0       2789          0          0       2789          0          0          0          0
       1279      45349          0          0          0      17297          0          0      28052          0        759          0          0        759          0          0          0          0
       1280     255610          0          0        338      27872          0          0     227400          0      14142       1587        137      12418          1          0          0          1
       1281      74285          0          0          0      20367          0          0      53918          0       2531          0          0       2531          0          0          0          0
       1282      65288          0          0          0      17613          0          0      47675          0       1879          0          0       1879          0          0          0          0
       1283      45411          0          0          0      18739          0          0      26672          0        861          0          0        861          0          0          0          0
       1284      57603          0          0          0      18259          0          0      39344          0       1048          0          0       1048          0          0          0          0
       1285      77115          0          0          0      18738          0          0      58377          0       2083          0          0       2083          0          0          0          0
       1286      52858          0          0          0      17607          0          0      35251          0       4251          0          0       4251          0          0          0          0
       1287      48141          0          0          0      19199          0          0      28942          0       1383          0          0       1383          0          0          0          0
       1288     353256          0          0        400      22989          0          0     329867          0        572          0          0        572          0          0          0          0
       1289     358231          0          0          0      43779          0          0     314452          0       1380          0          0       1380          0          0          0          0
       1290      73121          0          0          0      17775          1          0      55345          0       3586          0          0       3586          0          0          0          0
       1291      65312          0          0          0      18728          0          0      46584          0       1120          0          0       1120          0          0          0          0
       1292      96299          0          0          0      54172          0          0      42127          0       1132          0          0       1132          0          0          0          0
       1293     125844          0          0          0      20740          0          0     105104          0       9696          0          0       9696          0          0          0          0
       1294     201884          0          0          0      18008          1          0     183875          0     226329          0          0     226329          0          0          0          0
       1295      43129          0          0          0      18686          0          0      24443          0        715          0          0        715          0          0          0          0
       1296      52239          0          0        712      18952          0          0      32575          0       1273          0          0       1273          0          0          0          0
       1297      51933          0          0          0      23761          0          0      28172          0       2359          0          2       2357          0          0          0          0
       1298      45995          0          0          0      17370          0          0      28625          0       1867          0          0       1867          0          0          0          0
       1299      40257          0          0          0      19116          0          0      21141          0        872          0          0        872          0          0          0          0
       1300    1183321          0          1          0      42444          0          0    1140876          0       1280          0          0       1280          0          0          0          0
       1301      42360          0          0          0      18607          0          0      23753          0       2121          0          0       2121          0          0          0          0
       1302      58329          0          0          0      17305          0          0      41024          0       4257          0          0       4257          0          0          0          0
       1303      53846          0          0          0      18739          0          0      35107          0       1374          0          0       1374          0          0          0          0
       1304      98415          0          0        409      18438          0          0      79568          0        747          0          0        747          0          0          0          0
       1305     303969          0          0          0      19799          0          0     284170          0       1374          0          0       1374          0          0          0          0
       1306      47452          0          0          0      17581          0          0      29871          0       3490          0          0       3490          0          0          0          0
       1307      39695          0          0          0      18910          0          0      20785          0       1040          0          0       1040          0          0          0          0
       1308     114560          0          0          0      70382          0         27      44151          0       1162          0          0       1162          0          0          0          0
       1309      92556          0          0          0      18962          0          0      73594          0       9964          0          0       9964          0          0          0          0
       1310      48263          0          0          0      17355          0          0      30908          0       4375          0          0       4375          0          0          0          0
       1311      42533          0          0          0      19699          0          0      22834          0        694          0          0        694          0          0          0          0
       1312     109204          0          0        342      30361          0          0      78501          0       1391          0          0       1391          0          0          0          0
       1313      62334          0          0          0      33141          0          0      29193          0       2236          0          0       2236          0          0          0          0
       1314      48171          0          0          0      16853          6          0      31312          0       1869          0          0       1869          0          0          0          0
       1315      45107          0          0          0      19661          0          0      25446          0        875          0          1        874          0          0          0          0
       1316      62803          0          0          0      16756          0          0      46047          0       2573          0          0       2573          0          0          0          0
       1317      45934          0          0          0      18160          0          0      27774          0       2041          0          0       2041          0          0          0          0
       1318      52133          0          0          0      17319          0          0      34814          0       4018          0          0       4018          0          0          0          0
       1319      45917          0          0          0      19300          0          0      26617          0       6896          0          0       6896          0          0          0          0
       1320     201633          0          0       2742      16957          1          0     181933          0        569          0          0        569          0          0          0          0
       1321     352598          0          0          0      84300          0          0     268298          0       1290          0          0       1290          0          0          0          0
       1322      52616          0          0          0      17107          0          0      35509          0       3597          0          1       3596          0          0          0          0
       1323      42089          0          0          0      18056          1          0      24032          0       1087          0          0       1087          0          0          0          0
       1324     891470          0          0         24      20241          0          0     871205          0       1128          0          0       1128          0          0          0          0
       1325      88534          0          0          0      17642          0          0      70892          0       7812          0          0       7812          0          0          0          0
       1326      48569          0          0          0      16463          0          0      32106          0       2963          0          0       2963          0          0          0          0
       1327      53680          0          0          0      18289          0          0      35391          0        657          0          0        657          0          0          0          0
       1328      85123          0          0        404      17901          0          0      66818          0       1268          0          0       1268          0          0          0          0
       1329      58475          0          0          0      29251          0          0      29224          0       2223          0          0       2223          0          0          0          0
       1330      50551          0          0          0      17376          9          0      33166          0       1847          0          1       1846          0          0          0          0
       1331      42548          0          0          0      18799          0          0      23749          0       1160          0          0       1160          0          0          0          0
       1332      79999          0          0          0      17923          0          0      62076          0       1047          0          0       1047          0          0          0          0
       1333      71483          0          0          0      18313          0          0      53170          0       1956          0          0       1956          0          0          0          0
       1334     291840          0          0          0      17177          0          0     274663          0       4159          0          0       4159          0          0          0          0
       1335      57058          0          0          0      24568          0          0      32490          0       1308          0          0       1308          0          0          0          0
       1336     116959          0          0        649      17045          0          0      99265          0        535          0          0        535          0          0          0          0
       1337     395656          0          0          0      20550          0          0     375106          0       1335          0          0       1335          0          0          0          0
       1338      43402          0          0          0      16955          0          0      26447          0       3448          0          0       3448          0          0          0          0
       1339      39592          0          0          0      18807          0          0      20785          0       1094          0          0       1094          0          0          0          0
       1340     954634          0          0          0      20493          1          0     934140          0       1099          0          0       1099          0          0          0          0
       1341      60269          0          0          0      19043          0          0      41226          0       5712          0          0       5712          0          0          0          0
       1342      52391          0          0          0      23232          0          0      29159          0      10899          0          0      10899          0          0          0          0
       1343      39264          0          0          0      20725          0          0      18539          0        664          0          0        664          0          0          0          0
       1344     109843          0          0        348      18508          0          0      90987          0       1281          0          0       1281          0          0          0          0
       1345      47773          0          0          0      20741          0          0      27032          0       2427          0          0       2427          0          0          0          0
       1346      59385          0          0          0      16800          0          0      42585          0       1752          0          0       1752          0          0          0          0
       1347      40178          0          0          0      19556          0          0      20622          0        931          0          0        931          0          0          0          0
       1348     146066          0          0          0     110450          0          0      35616          0       1183          0          0       1183          0          0          0          0
       1349      73393          0          0          0      40671          0          0      32722          0       2049          0          0       2049          0          0          0          0
       1350      86475          0          0          0      16869          0          0      69606          0       4113          0          0       4113          0          0          0          0
       1351      35351          0          0          0      18149          0          0      17202          0       1379          0          0       1379          0          0          0          0
       1352      52776          0          0       1151      18691          0          0      32934          0      26386          0          0      26386          0          0          0          0
       1353    1154574          0          0          0      44683          1          0    1109890          0       1230          0          1       1229          0          0          0          0
       1354      63572          0          0          0      40010          0          0      23562          0     464009          0          0     464009          0          0          0          0
       1355      48718          0          0          0      24770          5          0      23943          0       1064          0          1       1063          0          0          0          0
       1356      67707          0          0          0      18574          1          0      49132          0       1154          0          0       1154          0          0          0          0
       1357      77842          0          0          0      21389          0          0      56453          0       5681          0          0       5681          0          0          0          0
       1358     100620          0          0          0      16545          0          0      84075          0       2396          0          0       2396          0          0          0          0
       1359      40628          0          0          0      18775          0          0      21853          0        657          0          0        657          0          0          0          0
       1360     370173          0          0        370     158994          0          0     210809          0       1182          0          0       1182          0          0          0          0
       1361      63092          0          0          0      20606          0          0      42486          0       2646          0          0       2646          0          0          0          0
       1362      75884          0          0          0      17931          0          0      57953          0       1825          0          0       1825          0          0          0          0
       1363      38239          0          0          0      20016          1          0      18222          0        882          0          0        882          0          0          0          0
       1364     182708          0          0          0      21318          0          0     161390          0        985          0          0        985          0          0          0          0
       1365      57735          0          0          0      33109          0          0      24626          0       1965          0          0       1965          0          0          0          0
       1366      42929          0          0          0      18377          0          0      24552          0      48272          0          0      48272          0          0          0          0
       1367      35232          0          0          0      16131          8          0      19093          0       1353          0          0       1353          0          0          0          0
       1368     333588          0          0        554      18386          0          0     314648          0       4904          0          0       4904          0          0          0          0
       1369     955760          0          0          0      37767          0          0     917993          0       1341          0          0       1341          0          0          0          0
       1370      50717          0          0          0      19026          0          0      31691          0       2813          0          0       2813          0          0          0          0
       1371      34251          0          0          0      15879          2          0      18370          0       1059          0          0       1059          0          0          0          0
       1372      59353          0          0          0      19828          0          0      39525          0       1192          0          0       1192          0          0          0          0
       1373      62888          0          0          0      17241          0          0      45647          0       5808          0          0       5808          0          0          0          0
       1374     154348          0          0          0      16691          0          0     137657          0       2276          0          0       2276          0          0          0          0
       1375      35473          0          0          0      15768          0          0      19705          0        699          0          0        699          0          0          0          0
       1376     307441          0          0        332     251896          0          0      55213          0       1215          0          0       1215          0          0          0          0
       1377      61963          0          0          0      19848          0          0      42115          0       2417          0          0       2417          0          0          0          0
       1378     385095          0          0          0     326572          0          0      58523          0       1844          0          0       1844          0          0          0          0
       1379      35615          0          0          0      14314          3          0      21298          0        985          0          0        985          0          0          0          0
       1380    2550532          0          0          0      16225          1          0    2534306          0       1014          0          0       1014          0          0          0          0
       1381      36749          0          0          0      15602          0          0      21147          0       2021          0          0       2021          0          0          0          0
       1382      40930          0          0          0      15889          0          0      25041          0       4023          0          1       4022          0          0          0          0
       1383      31486          0          0          0      14481          0          0      17005          0       1310          0          0       1310          0          0          0          0
       1384      45169          0          0        343      15859          1          0      28966          0        565          0          0        565          0          0          0          0
       1385     824755          0          0          0      67469          0          0     757286          0       1390          0          0       1390          0          0          0          0
       1386      45875          0          0          0      20623          0          0      25252          0       2766          0          0       2766          0          0          0          0
       1387      33692          0          0          0      13741          0          0      19951          0       1032          0          1       1031          0          0          0          0
       1388     209800          0          0          0      20451          0          0     189349          0       1149          0          0       1149          0          0          0          0
       1389      72013          0          0          0      16771          0          0      55242          0       6120          0          0       6120          0          0          0          0
       1390     732556          0          0          0      18263          0          0     714293          0       2241          0          0       2241          0          0          0          0
       1391      52286          0          0          0      13859          1          0      38426          0        712          0          0        712          0          0          0          0
       1392   11432947          0          0      16334      16019          0          0   11400594          0       1204          0          0       1204          0          0          0          0
       1393      46033          0          0          0      17494          0          0      28539          0       4096          0          0       4096          0          0          0          0
       1394      57131          0          0          0      16043          0          0      41088          0       1828          0          0       1828          0          0          0          0
       1395      30105          0          0          0      14074          1          0      16030          0        873          0          0        873          0          0          0          0
       1396     319905          0          0          0     183479          0       4998     131428          0        969          0          0        969          0          0          0          0
       1397      68174          0          0          0      34238          0          0      33936          0       1973          0          0       1973          0          0          0          0
       1398      47144          0          0          0      16684          0          0      30460          0       3995          0          0       3995         19          0         19          0
       1399      50464          0          0          0      19114          1          0      31349          0       1209          0          0       1209          0          0          0          0
       1400   28318839          0          0     109237      18529          0        918   28190155          0       3311          0          0       3311          0          0          0          0
       1401     493277          0          0          0      15325          1          5     477946          0       1363          0          0       1363          0          0          0          0
       1402      50173          0          0          0      14306          0          0      35867          0       2780          0          0       2780          0          0          0          0
       1403      71111          0          0          0      42996          3          0      28112          0       1083          0          0       1083          0          0          0          0
       1404     217731          0          0         32      16882          0          0     200817          0       1174          0          0       1174          0          0          0          0
       1405      73783          0          0          0      13226          0          0      60557          0       6862          0          1       6861          0          0          0          0
       1406      74397          0          0          0      16527          1          0      57869          0       2262          0          0       2262          0          0          0          0
       1407     122892          0          0          0      10797          1          0     112094          0        848          0          0        848          0          0          0          0
       1408    1110592          0          0        315      28598          0          0    1081679          0       1226          0          1       1225          0          0          0          0
       1409      59861          0          0          0      21200          0          0      38661          0       2340          0          0       2340          0          0          0          0
       1410     331082          0          0          0      12886          0          0     318196          0       2783          0          0       2783          0          0          0          0
       1411      32787          0          0          0      13639          1          0      19147          0        884          0          0        884          0          0          0          0
       1412     153186          0          0          0      13420          0          0     139766          0        955          0          0        955          0          0          0          0
       1413      33558          0          0          0      10843          0          0      22715          0      49362          0          0      49362          0          0          0          0
       1414      73611          0          0          0      13600          0          0      60011          0       3818          0          0       3818          0          0          0          0
       1415      28389          0          0          0      11031        135          0      17223          0       1315          0          0       1315          0          0          0          0
